"Plot Title: Saranac_NetPen_1_2021_Pendant"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 21055066, SEN S/N: 21055066)","Intensity, Lux (LGR S/N: 21055066, SEN S/N: 21055066)","Coupler Attached (LGR S/N: 21055066)","Stopped (LGR S/N: 21055066)","End Of File (LGR S/N: 21055066)"
709,04/16/21 10:00:00 AM,9.176,0.0,,,
710,04/16/21 10:30:00 AM,8.879,0.0,,,
711,04/16/21 11:00:00 AM,8.680,10.8,,,
712,04/16/21 11:30:00 AM,8.680,32.3,,,
713,04/16/21 12:00:00 PM,9.669,43.1,,,
714,04/16/21 12:30:00 PM,9.866,118.4,,,
715,04/16/21 01:00:00 PM,9.768,215.3,,,
716,04/16/21 01:30:00 PM,9.669,322.9,,,
717,04/16/21 02:00:00 PM,9.768,226.0,,,
718,04/16/21 02:30:00 PM,9.669,333.7,,,
719,04/16/21 03:00:00 PM,9.669,527.4,,,
720,04/16/21 03:30:00 PM,9.669,495.1,,,
721,04/16/21 04:00:00 PM,9.768,624.3,,,
722,04/16/21 04:30:00 PM,9.669,925.7,,,
723,04/16/21 05:00:00 PM,9.669,258.3,,,
724,04/16/21 05:30:00 PM,9.669,462.9,,,
725,04/16/21 06:00:00 PM,9.768,366.0,,,
726,04/16/21 06:30:00 PM,9.768,344.4,,,
727,04/16/21 07:00:00 PM,9.965,193.8,,,
728,04/16/21 07:30:00 PM,10.063,258.3,,,
729,04/16/21 08:00:00 PM,10.063,118.4,,,
730,04/16/21 08:30:00 PM,9.965,139.9,,,
731,04/16/21 09:00:00 PM,9.866,64.6,,,
732,04/16/21 09:30:00 PM,9.768,75.3,,,
733,04/16/21 10:00:00 PM,9.768,32.3,,,
734,04/16/21 10:30:00 PM,9.866,21.5,,,
735,04/16/21 11:00:00 PM,9.866,0.0,,,
736,04/16/21 11:30:00 PM,9.866,0.0,,,
737,04/17/21 12:00:00 AM,9.866,0.0,,,
738,04/17/21 12:30:00 AM,9.866,0.0,,,
739,04/17/21 01:00:00 AM,9.866,0.0,,,
740,04/17/21 01:30:00 AM,9.965,0.0,,,
741,04/17/21 02:00:00 AM,9.866,0.0,,,
742,04/17/21 02:30:00 AM,9.866,0.0,,,
743,04/17/21 03:00:00 AM,9.866,0.0,,,
744,04/17/21 03:30:00 AM,9.866,0.0,,,
745,04/17/21 04:00:00 AM,9.866,0.0,,,
746,04/17/21 04:30:00 AM,9.866,0.0,,,
747,04/17/21 05:00:00 AM,9.866,0.0,,,
748,04/17/21 05:30:00 AM,9.768,0.0,,,
749,04/17/21 06:00:00 AM,9.768,0.0,,,
750,04/17/21 06:30:00 AM,9.768,0.0,,,
751,04/17/21 07:00:00 AM,9.571,0.0,,,
752,04/17/21 07:30:00 AM,9.472,0.0,,,
753,04/17/21 08:00:00 AM,9.472,0.0,,,
754,04/17/21 08:30:00 AM,9.373,0.0,,,
755,04/17/21 09:00:00 AM,9.373,0.0,,,
756,04/17/21 09:30:00 AM,9.275,0.0,,,
757,04/17/21 10:00:00 AM,9.176,0.0,,,
758,04/17/21 10:30:00 AM,9.176,0.0,,,
759,04/17/21 11:00:00 AM,9.077,10.8,,,
760,04/17/21 11:30:00 AM,9.077,32.3,,,
761,04/17/21 12:00:00 PM,8.978,161.5,,,
762,04/17/21 12:30:00 PM,8.978,290.6,,,
763,04/17/21 01:00:00 PM,9.077,301.4,,,
764,04/17/21 01:30:00 PM,9.077,215.3,,,
765,04/17/21 02:00:00 PM,8.978,204.5,,,
766,04/17/21 02:30:00 PM,8.978,376.7,,,
767,04/17/21 03:00:00 PM,8.978,279.9,,,
768,04/17/21 03:30:00 PM,8.978,366.0,,,
769,04/17/21 04:00:00 PM,9.077,527.4,,,
770,04/17/21 04:30:00 PM,9.077,882.6,,,
771,04/17/21 05:00:00 PM,9.275,6200.0,,,
772,04/17/21 05:30:00 PM,9.373,484.4,,,
773,04/17/21 06:00:00 PM,9.373,796.5,,,
774,04/17/21 06:30:00 PM,9.472,495.1,,,
775,04/17/21 07:00:00 PM,9.472,667.4,,,
776,04/17/21 07:30:00 PM,9.571,258.3,,,
777,04/17/21 08:00:00 PM,9.669,398.3,,,
778,04/17/21 08:30:00 PM,9.571,139.9,,,
779,04/17/21 09:00:00 PM,9.669,258.3,,,
780,04/17/21 09:30:00 PM,9.669,193.8,,,
781,04/17/21 10:00:00 PM,9.669,161.5,,,
782,04/17/21 10:30:00 PM,9.669,43.1,,,
783,04/17/21 11:00:00 PM,9.669,43.1,,,
784,04/17/21 11:30:00 PM,9.669,0.0,,,
785,04/18/21 12:00:00 AM,9.571,0.0,,,
786,04/18/21 12:30:00 AM,9.669,0.0,,,
787,04/18/21 01:00:00 AM,9.571,0.0,,,
788,04/18/21 01:30:00 AM,9.472,0.0,,,
789,04/18/21 02:00:00 AM,9.373,0.0,,,
790,04/18/21 02:30:00 AM,9.275,0.0,,,
791,04/18/21 03:00:00 AM,9.176,0.0,,,
792,04/18/21 03:30:00 AM,9.176,0.0,,,
793,04/18/21 04:00:00 AM,9.275,0.0,,,
794,04/18/21 04:30:00 AM,9.077,0.0,,,
795,04/18/21 05:00:00 AM,8.779,0.0,,,
796,04/18/21 05:30:00 AM,8.879,0.0,,,
797,04/18/21 06:00:00 AM,8.680,0.0,,,
798,04/18/21 06:30:00 AM,8.581,0.0,,,
799,04/18/21 07:00:00 AM,8.282,0.0,,,
800,04/18/21 07:30:00 AM,7.882,0.0,,,
801,04/18/21 08:00:00 AM,7.782,0.0,,,
802,04/18/21 08:30:00 AM,8.581,0.0,,,
803,04/18/21 09:00:00 AM,8.581,0.0,,,
804,04/18/21 09:30:00 AM,8.581,0.0,,,
805,04/18/21 10:00:00 AM,8.581,0.0,,,
806,04/18/21 10:30:00 AM,8.581,0.0,,,
807,04/18/21 11:00:00 AM,8.382,53.8,,,
808,04/18/21 11:30:00 AM,8.282,75.3,,,
809,04/18/21 12:00:00 PM,8.182,86.1,,,
810,04/18/21 12:30:00 PM,8.382,247.6,,,
811,04/18/21 01:00:00 PM,8.581,215.3,,,
812,04/18/21 01:30:00 PM,8.581,344.4,,,
813,04/18/21 02:00:00 PM,8.680,473.6,,,
814,04/18/21 02:30:00 PM,8.680,527.4,,,
815,04/18/21 03:00:00 PM,8.978,710.4,,,
816,04/18/21 03:30:00 PM,9.176,667.4,,,
817,04/18/21 04:00:00 PM,8.978,645.8,,,
818,04/18/21 04:30:00 PM,8.779,549.0,,,
819,04/18/21 05:00:00 PM,8.779,409.0,,,
820,04/18/21 05:30:00 PM,8.779,366.0,,,
821,04/18/21 06:00:00 PM,8.779,419.8,,,
822,04/18/21 06:30:00 PM,9.373,8266.7,,,
823,04/18/21 07:00:00 PM,9.275,3100.0,,,
824,04/18/21 07:30:00 PM,9.275,10333.4,,,
825,04/18/21 08:00:00 PM,8.978,1259.4,,,
826,04/18/21 08:30:00 PM,9.077,473.6,,,
827,04/18/21 09:00:00 PM,8.481,279.9,,,
828,04/18/21 09:30:00 PM,8.481,258.3,,,
829,04/18/21 10:00:00 PM,7.782,129.2,,,
830,04/18/21 10:30:00 PM,8.182,118.4,,,
831,04/18/21 11:00:00 PM,8.282,32.3,,,
832,04/18/21 11:30:00 PM,8.082,0.0,,,
833,04/19/21 12:00:00 AM,7.582,0.0,,,
834,04/19/21 12:30:00 AM,7.381,0.0,,,
835,04/19/21 01:00:00 AM,7.079,0.0,,,
836,04/19/21 01:30:00 AM,8.082,0.0,,,
837,04/19/21 02:00:00 AM,7.983,0.0,,,
838,04/19/21 02:30:00 AM,8.082,0.0,,,
839,04/19/21 03:00:00 AM,8.282,0.0,,,
840,04/19/21 03:30:00 AM,8.978,0.0,,,
841,04/19/21 04:00:00 AM,9.472,0.0,,,
842,04/19/21 04:30:00 AM,9.275,0.0,,,
843,04/19/21 05:00:00 AM,9.077,0.0,,,
844,04/19/21 05:30:00 AM,8.879,0.0,,,
845,04/19/21 06:00:00 AM,8.879,0.0,,,
846,04/19/21 06:30:00 AM,8.879,0.0,,,
847,04/19/21 07:00:00 AM,8.581,0.0,,,
848,04/19/21 07:30:00 AM,8.779,0.0,,,
849,04/19/21 08:00:00 AM,8.680,0.0,,,
850,04/19/21 08:30:00 AM,8.581,0.0,,,
851,04/19/21 09:00:00 AM,8.680,0.0,,,
852,04/19/21 09:30:00 AM,8.481,0.0,,,
853,04/19/21 10:00:00 AM,8.779,0.0,,,
854,04/19/21 10:30:00 AM,8.779,10.8,,,
855,04/19/21 11:00:00 AM,8.382,21.5,,,
856,04/19/21 11:30:00 AM,8.581,53.8,,,
857,04/19/21 12:00:00 PM,8.481,107.6,,,
858,04/19/21 12:30:00 PM,8.282,247.6,,,
859,04/19/21 01:00:00 PM,8.082,398.3,,,
860,04/19/21 01:30:00 PM,7.882,150.7,,,
861,04/19/21 02:00:00 PM,8.182,118.4,,,
862,04/19/21 02:30:00 PM,8.182,226.0,,,
863,04/19/21 03:00:00 PM,8.182,495.1,,,
864,04/19/21 03:30:00 PM,8.082,226.0,,,
865,04/19/21 04:00:00 PM,8.082,150.7,,,
866,04/19/21 04:30:00 PM,7.882,290.6,,,
867,04/19/21 05:00:00 PM,7.782,1216.3,,,
868,04/19/21 05:30:00 PM,8.082,11022.3,,,
869,04/19/21 06:00:00 PM,7.983,850.4,,,
870,04/19/21 06:30:00 PM,8.382,3444.5,,,
871,04/19/21 07:00:00 PM,8.182,2755.6,,,
872,04/19/21 07:30:00 PM,8.779,5338.9,,,
873,04/19/21 08:00:00 PM,9.472,914.9,,,
874,04/19/21 08:30:00 PM,10.063,376.7,,,
875,04/19/21 09:00:00 PM,10.063,462.9,,,
876,04/19/21 09:30:00 PM,9.965,344.4,,,
877,04/19/21 10:00:00 PM,10.357,172.2,,,
878,04/19/21 10:30:00 PM,10.553,107.6,,,
879,04/19/21 11:00:00 PM,10.455,75.3,,,
880,04/19/21 11:30:00 PM,10.357,10.8,,,
881,04/20/21 12:00:00 AM,10.357,0.0,,,
882,04/20/21 12:30:00 AM,10.357,0.0,,,
883,04/20/21 01:00:00 AM,10.161,0.0,,,
884,04/20/21 01:30:00 AM,10.063,0.0,,,
885,04/20/21 02:00:00 AM,9.669,0.0,,,
886,04/20/21 02:30:00 AM,9.373,0.0,,,
887,04/20/21 03:00:00 AM,9.077,0.0,,,
888,04/20/21 03:30:00 AM,8.680,0.0,,,
889,04/20/21 04:00:00 AM,8.481,0.0,,,
890,04/20/21 04:30:00 AM,8.581,0.0,,,
891,04/20/21 05:00:00 AM,8.481,0.0,,,
892,04/20/21 05:30:00 AM,8.182,0.0,,,
893,04/20/21 06:00:00 AM,8.182,0.0,,,
894,04/20/21 06:30:00 AM,8.182,0.0,,,
895,04/20/21 07:00:00 AM,7.882,0.0,,,
896,04/20/21 07:30:00 AM,8.282,0.0,,,
897,04/20/21 08:00:00 AM,8.182,0.0,,,
898,04/20/21 08:30:00 AM,8.282,0.0,,,
899,04/20/21 09:00:00 AM,8.481,0.0,,,
900,04/20/21 09:30:00 AM,8.481,0.0,,,
901,04/20/21 10:00:00 AM,8.481,0.0,,,
902,04/20/21 10:30:00 AM,8.680,0.0,,,
903,04/20/21 11:00:00 AM,8.879,32.3,,,
904,04/20/21 11:30:00 AM,8.680,21.5,,,
905,04/20/21 12:00:00 PM,8.879,10.8,,,
906,04/20/21 12:30:00 PM,8.879,10.8,,,
907,04/20/21 01:00:00 PM,8.182,10.8,,,
908,04/20/21 01:30:00 PM,7.782,32.3,,,
909,04/20/21 02:00:00 PM,7.682,107.6,,,
910,04/20/21 02:30:00 PM,7.582,193.8,,,
911,04/20/21 03:00:00 PM,7.481,139.9,,,
912,04/20/21 03:30:00 PM,7.481,172.2,,,
913,04/20/21 04:00:00 PM,7.582,172.2,,,
914,04/20/21 04:30:00 PM,7.682,226.0,,,
915,04/20/21 05:00:00 PM,7.682,290.6,,,
916,04/20/21 05:30:00 PM,7.682,333.7,,,
917,04/20/21 06:00:00 PM,7.882,4305.6,,,
918,04/20/21 06:30:00 PM,7.882,5166.7,,,
919,04/20/21 07:00:00 PM,7.882,2238.9,,,
920,04/20/21 07:30:00 PM,7.882,1377.8,,,
921,04/20/21 08:00:00 PM,7.882,570.5,,,
922,04/20/21 08:30:00 PM,7.682,333.7,,,
923,04/20/21 09:00:00 PM,7.481,215.3,,,
924,04/20/21 09:30:00 PM,7.280,258.3,,,
925,04/20/21 10:00:00 PM,7.179,150.7,,,
926,04/20/21 10:30:00 PM,7.280,86.1,,,
927,04/20/21 11:00:00 PM,6.877,32.3,,,
928,04/20/21 11:30:00 PM,6.775,0.0,,,
929,04/21/21 12:00:00 AM,6.573,0.0,,,
930,04/21/21 12:30:00 AM,6.471,0.0,,,
931,04/21/21 01:00:00 AM,6.370,0.0,,,
932,04/21/21 01:30:00 AM,6.370,0.0,,,
933,04/21/21 02:00:00 AM,6.370,0.0,,,
934,04/21/21 02:30:00 AM,6.471,0.0,,,
935,04/21/21 03:00:00 AM,6.573,0.0,,,
936,04/21/21 03:30:00 AM,6.573,0.0,,,
937,04/21/21 04:00:00 AM,6.573,0.0,,,
938,04/21/21 04:30:00 AM,6.674,0.0,,,
939,04/21/21 05:00:00 AM,6.775,0.0,,,
940,04/21/21 05:30:00 AM,6.775,0.0,,,
941,04/21/21 06:00:00 AM,7.280,0.0,,,
942,04/21/21 06:30:00 AM,7.582,0.0,,,
943,04/21/21 07:00:00 AM,7.983,0.0,,,
944,04/21/21 07:30:00 AM,7.983,0.0,,,
945,04/21/21 08:00:00 AM,8.082,0.0,,,
946,04/21/21 08:30:00 AM,7.882,0.0,,,
947,04/21/21 09:00:00 AM,7.882,0.0,,,
948,04/21/21 09:30:00 AM,7.882,0.0,,,
949,04/21/21 10:00:00 AM,7.882,0.0,,,
950,04/21/21 10:30:00 AM,7.782,0.0,,,
951,04/21/21 11:00:00 AM,8.282,0.0,,,
952,04/21/21 11:30:00 AM,8.382,10.8,,,
953,04/21/21 12:00:00 PM,8.382,10.8,,,
954,04/21/21 12:30:00 PM,8.481,43.1,,,
955,04/21/21 01:00:00 PM,8.382,53.8,,,
956,04/21/21 01:30:00 PM,8.282,96.9,,,
957,04/21/21 02:00:00 PM,8.282,86.1,,,
958,04/21/21 02:30:00 PM,8.182,75.3,,,
959,04/21/21 03:00:00 PM,8.082,161.5,,,
960,04/21/21 03:30:00 PM,8.082,322.9,,,
961,04/21/21 04:00:00 PM,7.983,236.8,,,
962,04/21/21 04:30:00 PM,8.182,150.7,,,
963,04/21/21 05:00:00 PM,8.082,172.2,,,
964,04/21/21 05:30:00 PM,7.983,183.0,,,
965,04/21/21 06:00:00 PM,7.882,150.7,,,
966,04/21/21 06:30:00 PM,8.082,193.8,,,
967,04/21/21 07:00:00 PM,8.182,226.0,,,
968,04/21/21 07:30:00 PM,8.282,86.1,,,
969,04/21/21 08:00:00 PM,8.182,129.2,,,
970,04/21/21 08:30:00 PM,8.082,129.2,,,
971,04/21/21 09:00:00 PM,7.983,193.8,,,
972,04/21/21 09:30:00 PM,7.983,193.8,,,
973,04/21/21 10:00:00 PM,7.983,193.8,,,
974,04/21/21 10:30:00 PM,7.983,64.6,,,
975,04/21/21 11:00:00 PM,8.182,0.0,,,
976,04/21/21 11:30:00 PM,8.082,0.0,,,
977,04/22/21 12:00:00 AM,7.882,0.0,,,
978,04/22/21 12:30:00 AM,7.782,0.0,,,
979,04/22/21 01:00:00 AM,7.782,0.0,,,
980,04/22/21 01:30:00 AM,7.782,0.0,,,
981,04/22/21 02:00:00 AM,7.682,0.0,,,
982,04/22/21 02:30:00 AM,7.682,0.0,,,
983,04/22/21 03:00:00 AM,7.481,0.0,,,
984,04/22/21 03:30:00 AM,7.481,0.0,,,
985,04/22/21 04:00:00 AM,7.381,0.0,,,
986,04/22/21 04:30:00 AM,7.381,0.0,,,
987,04/22/21 05:00:00 AM,7.280,0.0,,,
988,04/22/21 05:30:00 AM,7.381,0.0,,,
989,04/22/21 06:00:00 AM,7.381,0.0,,,
990,04/22/21 06:30:00 AM,7.381,0.0,,,
991,04/22/21 07:00:00 AM,7.381,0.0,,,
992,04/22/21 07:30:00 AM,7.381,0.0,,,
993,04/22/21 08:00:00 AM,7.381,0.0,,,
994,04/22/21 08:30:00 AM,7.381,0.0,,,
995,04/22/21 09:00:00 AM,7.280,0.0,,,
996,04/22/21 09:30:00 AM,7.280,0.0,,,
997,04/22/21 10:00:00 AM,7.280,0.0,,,
998,04/22/21 10:30:00 AM,7.179,43.1,,,
999,04/22/21 11:00:00 AM,7.079,43.1,,,
1000,04/22/21 11:30:00 AM,7.079,86.1,,,
1001,04/22/21 12:00:00 PM,7.079,172.2,,,
1002,04/22/21 12:30:00 PM,6.978,204.5,,,
1003,04/22/21 01:00:00 PM,6.978,279.9,,,
1004,04/22/21 01:30:00 PM,6.877,161.5,,,
1005,04/22/21 02:00:00 PM,6.877,290.6,,,
1006,04/22/21 02:30:00 PM,6.877,355.2,,,
1007,04/22/21 03:00:00 PM,6.877,376.7,,,
1008,04/22/21 03:30:00 PM,6.877,139.9,,,
1009,04/22/21 04:00:00 PM,6.877,656.6,,,
1010,04/22/21 04:30:00 PM,6.978,807.3,,,
1011,04/22/21 05:00:00 PM,6.978,452.1,,,
1012,04/22/21 05:30:00 PM,6.978,387.5,,,
1013,04/22/21 06:00:00 PM,7.079,1334.7,,,
1014,04/22/21 06:30:00 PM,7.079,570.5,,,
1015,04/22/21 07:00:00 PM,7.079,419.8,,,
1016,04/22/21 07:30:00 PM,7.079,430.6,,,
1017,04/22/21 08:00:00 PM,7.079,312.2,,,
1018,04/22/21 08:30:00 PM,7.079,430.6,,,
1019,04/22/21 09:00:00 PM,7.079,322.9,,,
1020,04/22/21 09:30:00 PM,7.079,172.2,,,
1021,04/22/21 10:00:00 PM,7.079,118.4,,,
1022,04/22/21 10:30:00 PM,6.978,75.3,,,
1023,04/22/21 11:00:00 PM,6.877,32.3,,,
1024,04/22/21 11:30:00 PM,6.978,10.8,,,
1025,04/23/21 12:00:00 AM,6.877,0.0,,,
1026,04/23/21 12:30:00 AM,6.877,0.0,,,
1027,04/23/21 01:00:00 AM,6.775,0.0,,,
1028,04/23/21 01:30:00 AM,6.775,0.0,,,
1029,04/23/21 02:00:00 AM,6.775,0.0,,,
1030,04/23/21 02:30:00 AM,6.775,0.0,,,
1031,04/23/21 03:00:00 AM,6.775,0.0,,,
1032,04/23/21 03:30:00 AM,6.674,0.0,,,
1033,04/23/21 04:00:00 AM,6.674,0.0,,,
1034,04/23/21 04:30:00 AM,6.573,0.0,,,
1035,04/23/21 05:00:00 AM,6.471,0.0,,,
1036,04/23/21 05:30:00 AM,6.471,0.0,,,
1037,04/23/21 06:00:00 AM,6.471,0.0,,,
1038,04/23/21 06:30:00 AM,6.370,0.0,,,
1039,04/23/21 07:00:00 AM,6.370,0.0,,,
1040,04/23/21 07:30:00 AM,6.268,0.0,,,
1041,04/23/21 08:00:00 AM,6.166,0.0,,,
1042,04/23/21 08:30:00 AM,6.166,0.0,,,
1043,04/23/21 09:00:00 AM,6.166,0.0,,,
1044,04/23/21 09:30:00 AM,6.064,0.0,,,
1045,04/23/21 10:00:00 AM,5.962,0.0,,,
1046,04/23/21 10:30:00 AM,5.962,0.0,,,
1047,04/23/21 11:00:00 AM,5.860,10.8,,,
1048,04/23/21 11:30:00 AM,5.860,64.6,,,
1049,04/23/21 12:00:00 PM,5.757,21.5,,,
1050,04/23/21 12:30:00 PM,5.757,32.3,,,
1051,04/23/21 01:00:00 PM,5.757,32.3,,,
1052,04/23/21 01:30:00 PM,5.757,43.1,,,
1053,04/23/21 02:00:00 PM,5.860,64.6,,,
1054,04/23/21 02:30:00 PM,5.860,86.1,,,
1055,04/23/21 03:00:00 PM,5.962,118.4,,,
1056,04/23/21 03:30:00 PM,5.962,150.7,,,
1057,04/23/21 04:00:00 PM,6.064,247.6,,,
1058,04/23/21 04:30:00 PM,6.166,366.0,,,
1059,04/23/21 05:00:00 PM,6.268,688.9,,,
1060,04/23/21 05:30:00 PM,6.370,2066.7,,,
1061,04/23/21 06:00:00 PM,6.573,8266.7,,,
1062,04/23/21 06:30:00 PM,6.573,7233.4,,,
1063,04/23/21 07:00:00 PM,6.674,592.0,,,
1064,04/23/21 07:30:00 PM,6.471,1184.0,,,
1065,04/23/21 08:00:00 PM,6.573,721.2,,,
1066,04/23/21 08:30:00 PM,6.573,301.4,,,
1067,04/23/21 09:00:00 PM,6.370,333.7,,,
1068,04/23/21 09:30:00 PM,6.370,258.3,,,
1069,04/23/21 10:00:00 PM,6.370,172.2,,,
1070,04/23/21 10:30:00 PM,6.370,75.3,,,
1071,04/23/21 11:00:00 PM,6.268,43.1,,,
1072,04/23/21 11:30:00 PM,6.370,0.0,,,
1073,04/24/21 12:00:00 AM,6.268,0.0,,,
1074,04/24/21 12:30:00 AM,6.268,0.0,,,
1075,04/24/21 01:00:00 AM,6.064,0.0,,,
1076,04/24/21 01:30:00 AM,5.962,0.0,,,
1077,04/24/21 02:00:00 AM,5.962,0.0,,,
1078,04/24/21 02:30:00 AM,5.860,0.0,,,
1079,04/24/21 03:00:00 AM,5.860,0.0,,,
1080,04/24/21 03:30:00 AM,5.860,0.0,,,
1081,04/24/21 04:00:00 AM,5.860,0.0,,,
1082,04/24/21 04:30:00 AM,5.860,0.0,,,
1083,04/24/21 05:00:00 AM,5.962,0.0,,,
1084,04/24/21 05:30:00 AM,5.962,0.0,,,
1085,04/24/21 06:00:00 AM,5.962,0.0,,,
1086,04/24/21 06:30:00 AM,5.757,0.0,,,
1087,04/24/21 07:00:00 AM,5.655,0.0,,,
1088,04/24/21 07:30:00 AM,5.655,0.0,,,
1089,04/24/21 08:00:00 AM,5.655,0.0,,,
1090,04/24/21 08:30:00 AM,5.655,0.0,,,
1091,04/24/21 09:00:00 AM,5.450,0.0,,,
1092,04/24/21 09:30:00 AM,5.552,0.0,,,
1093,04/24/21 10:00:00 AM,5.552,0.0,,,
1094,04/24/21 10:30:00 AM,5.450,21.5,,,
1095,04/24/21 11:00:00 AM,5.552,10.8,,,
1096,04/24/21 11:30:00 AM,5.552,86.1,,,
1097,04/24/21 12:00:00 PM,5.552,161.5,,,
1098,04/24/21 12:30:00 PM,5.655,236.8,,,
1099,04/24/21 01:00:00 PM,5.655,290.6,,,
1100,04/24/21 01:30:00 PM,5.962,269.1,,,
1101,04/24/21 02:00:00 PM,5.962,312.2,,,
1102,04/24/21 02:30:00 PM,6.166,150.7,,,
1103,04/24/21 03:00:00 PM,6.370,258.3,,,
1104,04/24/21 03:30:00 PM,6.471,279.9,,,
1105,04/24/21 04:00:00 PM,6.573,312.2,,,
1106,04/24/21 04:30:00 PM,6.674,645.8,,,
1107,04/24/21 05:00:00 PM,6.573,602.8,,,
1108,04/24/21 05:30:00 PM,6.471,2755.6,,,
1109,04/24/21 06:00:00 PM,6.877,7233.4,,,
1110,04/24/21 06:30:00 PM,6.775,527.4,,,
1111,04/24/21 07:00:00 PM,6.775,1463.9,,,
1112,04/24/21 07:30:00 PM,6.674,2927.8,,,
1113,04/24/21 08:00:00 PM,6.471,129.2,,,
1114,04/24/21 08:30:00 PM,6.166,279.9,,,
1115,04/24/21 09:00:00 PM,6.166,462.9,,,
1116,04/24/21 09:30:00 PM,5.757,204.5,,,
1117,04/24/21 10:00:00 PM,5.860,172.2,,,
1118,04/24/21 10:30:00 PM,5.757,107.6,,,
1119,04/24/21 11:00:00 PM,5.860,43.1,,,
1120,04/24/21 11:30:00 PM,5.962,10.8,,,
1121,04/25/21 12:00:00 AM,5.962,0.0,,,
1122,04/25/21 12:30:00 AM,6.064,0.0,,,
1123,04/25/21 01:00:00 AM,6.268,0.0,,,
1124,04/25/21 01:30:00 AM,6.064,0.0,,,
1125,04/25/21 02:00:00 AM,6.166,0.0,,,
1126,04/25/21 02:30:00 AM,7.782,0.0,,,
1127,04/25/21 03:00:00 AM,7.381,0.0,,,
1128,04/25/21 03:30:00 AM,7.682,0.0,,,
1129,04/25/21 04:00:00 AM,7.481,0.0,,,
1130,04/25/21 04:30:00 AM,7.179,0.0,,,
1131,04/25/21 05:00:00 AM,7.381,0.0,,,
1132,04/25/21 05:30:00 AM,7.582,0.0,,,
1133,04/25/21 06:00:00 AM,7.782,0.0,,,
1134,04/25/21 06:30:00 AM,7.983,0.0,,,
1135,04/25/21 07:00:00 AM,8.182,0.0,,,
1136,04/25/21 07:30:00 AM,8.382,0.0,,,
1137,04/25/21 08:00:00 AM,8.581,0.0,,,
1138,04/25/21 08:30:00 AM,8.680,0.0,,,
1139,04/25/21 09:00:00 AM,8.779,0.0,,,
1140,04/25/21 09:30:00 AM,8.779,0.0,,,
1141,04/25/21 10:00:00 AM,8.978,0.0,,,
1142,04/25/21 10:30:00 AM,8.680,10.8,,,
1143,04/25/21 11:00:00 AM,9.077,32.3,,,
1144,04/25/21 11:30:00 AM,8.879,53.8,,,
1145,04/25/21 12:00:00 PM,9.077,86.1,,,
1146,04/25/21 12:30:00 PM,8.978,96.9,,,
1147,04/25/21 01:00:00 PM,8.978,150.7,,,
1148,04/25/21 01:30:00 PM,9.077,204.5,,,
1149,04/25/21 02:00:00 PM,8.978,226.0,,,
1150,04/25/21 02:30:00 PM,9.077,290.6,,,
1151,04/25/21 03:00:00 PM,8.779,269.1,,,
1152,04/25/21 03:30:00 PM,8.779,204.5,,,
1153,04/25/21 04:00:00 PM,8.082,150.7,,,
1154,04/25/21 04:30:00 PM,7.280,150.7,,,
1155,04/25/21 05:00:00 PM,7.782,118.4,,,
1156,04/25/21 05:30:00 PM,7.280,53.8,,,
1157,04/25/21 06:00:00 PM,8.182,53.8,,,
1158,04/25/21 06:30:00 PM,8.879,96.9,,,
1159,04/25/21 07:00:00 PM,8.978,107.6,,,
1160,04/25/21 07:30:00 PM,9.077,64.6,,,
1161,04/25/21 08:00:00 PM,9.176,21.5,,,
1162,04/25/21 08:30:00 PM,8.680,21.5,,,
1163,04/25/21 09:00:00 PM,8.082,32.3,,,
1164,04/25/21 09:30:00 PM,7.882,10.8,,,
1165,04/25/21 10:00:00 PM,8.282,43.1,,,
1166,04/25/21 10:30:00 PM,6.978,64.6,,,
1167,04/25/21 11:00:00 PM,7.682,107.6,,,
1168,04/25/21 11:30:00 PM,7.481,10.8,,,
1169,04/26/21 12:00:00 AM,8.382,0.0,,,
1170,04/26/21 12:30:00 AM,8.779,0.0,,,
1171,04/26/21 01:00:00 AM,8.879,0.0,,,
1172,04/26/21 01:30:00 AM,8.382,0.0,,,
1173,04/26/21 02:00:00 AM,7.882,0.0,,,
1174,04/26/21 02:30:00 AM,7.782,0.0,,,
1175,04/26/21 03:00:00 AM,7.381,0.0,,,
1176,04/26/21 03:30:00 AM,7.882,0.0,,,
1177,04/26/21 04:00:00 AM,7.983,0.0,,,
1178,04/26/21 04:30:00 AM,7.983,0.0,,,
1179,04/26/21 05:00:00 AM,7.682,0.0,,,
1180,04/26/21 05:30:00 AM,7.682,0.0,,,
1181,04/26/21 06:00:00 AM,7.481,0.0,,,
1182,04/26/21 06:30:00 AM,7.381,0.0,,,
1183,04/26/21 07:00:00 AM,7.280,0.0,,,
1184,04/26/21 07:30:00 AM,7.079,0.0,,,
1185,04/26/21 08:00:00 AM,6.775,0.0,,,
1186,04/26/21 08:30:00 AM,6.674,0.0,,,
1187,04/26/21 09:00:00 AM,6.775,0.0,,,
1188,04/26/21 09:30:00 AM,6.573,0.0,,,
1189,04/26/21 10:00:00 AM,6.268,0.0,,,
1190,04/26/21 10:30:00 AM,6.370,0.0,,,
1191,04/26/21 11:00:00 AM,6.166,32.3,,,
1192,04/26/21 11:30:00 AM,6.064,86.1,,,
1193,04/26/21 12:00:00 PM,5.962,150.7,,,
1194,04/26/21 12:30:00 PM,6.064,215.3,,,
